trial,run,block,condition,judgement,context,word1,word2,correct_resp,instr_start
1,8,1,fixation,fixation,fixation,fixation,fixation,0,1
2,8,1,phonological,rhyming,cvc_metronome,vook,shase,4,1
3,8,1,phonological,rhyming,cvc_metronome,varn,garn,3,0
4,8,1,phonological,rhyming,cvc_metronome,hith,slith,3,0
5,8,1,phonological,rhyming,cvc_metronome,celm,melm,3,0
6,8,2,fixation,fixation,fixation,fixation,fixation,0,1
7,8,2,orthographic,identity,metronome_only,lurk,lurk,3,1
8,8,2,orthographic,identity,metronome_only,truck,truck,3,0
9,8,2,orthographic,identity,metronome_only,wheel,glow,4,0
10,8,2,orthographic,identity,metronome_only,sores,sores,3,0
11,8,3,fixation,fixation,fixation,fixation,fixation,0,1
12,8,3,phonological,rhyming,metronome_only,jable,trize,4,1
13,8,3,phonological,rhyming,metronome_only,tlick,blick,3,0
14,8,3,phonological,rhyming,metronome_only,niss,smam,4,0
15,8,3,phonological,rhyming,metronome_only,thet,khet,3,0
16,8,4,fixation,fixation,fixation,fixation,fixation,0,1
17,8,4,false_font,identity,control,toads,toads,3,1
18,8,4,false_font,identity,control,sunch,sunch,3,0
19,8,4,false_font,identity,control,tombs,zombs,4,0
20,8,4,false_font,identity,control,plake,klake,4,0
21,8,5,fixation,fixation,fixation,fixation,fixation,0,1
22,8,5,orthographic,identity,cvc_only,wean,wean,3,1
23,8,5,orthographic,identity,cvc_only,turn,scout,4,0
24,8,5,orthographic,identity,cvc_only,brim,zoom,4,0
25,8,5,orthographic,identity,cvc_only,mango,mango,3,0
26,8,6,fixation,fixation,fixation,fixation,fixation,0,1
27,8,6,orthographic,identity,cvc_metronome,routs,taste,4,1
28,8,6,orthographic,identity,cvc_metronome,scale,scale,3,0
29,8,6,orthographic,identity,cvc_metronome,husky,crew,4,0
30,8,6,orthographic,identity,cvc_metronome,lease,tomb,4,0
31,8,7,fixation,fixation,fixation,fixation,fixation,0,1
32,8,7,false_font,identity,control,vour,vour,3,1
33,8,7,false_font,identity,control,feaps,meaps,4,0
34,8,7,false_font,identity,control,fact,eact,4,0
35,8,7,false_font,identity,control,chun,bhun,4,0
36,8,8,fixation,fixation,fixation,fixation,fixation,0,1
37,8,8,phonological,rhyming,cvc_only,navek,klaws,4,1
38,8,8,phonological,rhyming,cvc_only,blom,vlom,3,0
39,8,8,phonological,rhyming,cvc_only,slem,vuse,4,0
40,8,8,phonological,rhyming,cvc_only,gungs,loth,4,0
