trial,run,block,condition,judgement,context,word1,word2,correct_resp,instr_start
1,8,1,fixation,fixation,fixation,fixation,fixation,0,1
2,8,1,phonological,rhyming,cvc_only,krisk,neark,4,1
3,8,1,phonological,rhyming,cvc_only,soal,joal,3,0
4,8,1,phonological,rhyming,cvc_only,lica,sica,3,0
5,8,1,phonological,rhyming,cvc_only,vook,feans,4,0
6,8,2,fixation,fixation,fixation,fixation,fixation,0,1
7,8,2,false_font,identity,control,dras,dras,3,1
8,8,2,false_font,identity,control,voked,eoked,4,0
9,8,2,false_font,identity,control,rowel,xowel,4,0
10,8,2,false_font,identity,control,pret,pret,3,0
11,8,3,fixation,fixation,fixation,fixation,fixation,0,1
12,8,3,phonological,rhyming,metronome_only,vook,shase,4,1
13,8,3,phonological,rhyming,metronome_only,loars,gaste,4,0
14,8,3,phonological,rhyming,metronome_only,celm,melm,3,0
15,8,3,phonological,rhyming,metronome_only,hith,slith,3,0
16,8,4,fixation,fixation,fixation,fixation,fixation,0,1
17,8,4,orthographic,identity,metronome_only,loaf,nosy,4,1
18,8,4,orthographic,identity,metronome_only,chic,chic,3,0
19,8,4,orthographic,identity,metronome_only,hoar,flaws,4,0
20,8,4,orthographic,identity,metronome_only,mango,mango,3,0
21,8,5,fixation,fixation,fixation,fixation,fixation,0,1
22,8,5,orthographic,identity,cvc_metronome,wean,wean,3,1
23,8,5,orthographic,identity,cvc_metronome,newer,quiz,4,0
24,8,5,orthographic,identity,cvc_metronome,jeers,jeers,3,0
25,8,5,orthographic,identity,cvc_metronome,turn,scout,4,0
26,8,6,fixation,fixation,fixation,fixation,fixation,0,1
27,8,6,false_font,identity,control,hoan,moan,4,1
28,8,6,false_font,identity,control,colo,colo,3,0
29,8,6,false_font,identity,control,geel,leel,4,0
30,8,6,false_font,identity,control,sunch,sunch,3,0
31,8,7,fixation,fixation,fixation,fixation,fixation,0,1
32,8,7,orthographic,identity,cvc_only,kiss,kiss,3,1
33,8,7,orthographic,identity,cvc_only,navy,navy,3,0
34,8,7,orthographic,identity,cvc_only,brim,zoom,4,0
35,8,7,orthographic,identity,cvc_only,basis,curb,4,0
36,8,8,fixation,fixation,fixation,fixation,fixation,0,1
37,8,8,phonological,rhyming,cvc_metronome,varn,garn,3,1
38,8,8,phonological,rhyming,cvc_metronome,mive,grack,4,0
39,8,8,phonological,rhyming,cvc_metronome,lart,fial,4,0
40,8,8,phonological,rhyming,cvc_metronome,riker,ziker,3,0
